gamma,rate,seed,acc,mse_our,mse_naive,graph
0.5,39,4,1.0,0.0,0.3705351848540952,WS_N_100_K_30_P_0.2
0.5,40,0,1.0,0.0,0.3705812933061117,WS_N_100_K_30_P_0.2
0.5,40,1,1.0,0.0,0.36956826666991494,WS_N_100_K_30_P_0.2
0.5,40,2,1.0,0.0,0.369766805958142,WS_N_100_K_30_P_0.2
0.5,40,3,1.0,0.0,0.3699946947004102,WS_N_100_K_30_P_0.2
0.5,40,4,0.99,0.1,0.3747283325488726,WS_N_100_K_30_P_0.2
0.6,30,0,0.44,0.32233256611315464,0.25827192788142317,WS_N_100_K_30_P_0.2
0.6,30,1,0.43,0.30570909475677444,0.25525027128428196,WS_N_100_K_30_P_0.2
0.6,30,2,0.39,0.2889539827450538,0.24298586705346753,WS_N_100_K_30_P_0.2
0.6,30,3,0.44,0.3089191344711997,0.25913972289768217,WS_N_100_K_30_P_0.2
0.6,30,4,0.41,0.3077500195083065,0.24690013767996072,WS_N_100_K_30_P_0.2
0.6,31,0,0.37,0.30164296523777323,0.23321180036529518,WS_N_100_K_30_P_0.2
0.6,31,1,0.43,0.3294150338592231,0.25495674117327627,WS_N_100_K_30_P_0.2
0.6,31,2,0.52,0.37026216550037827,0.290525535021156,WS_N_100_K_30_P_0.2
0.6,31,3,0.48,0.3404858442603988,0.27328355972025703,WS_N_100_K_30_P_0.2
0.6,31,4,0.49,0.3506520176345172,0.2791580904505826,WS_N_100_K_30_P_0.2
0.6,32,0,0.5,0.37385101490205336,0.28376438521826225,WS_N_100_K_30_P_0.2
0.6,32,1,0.55,0.38452796518606513,0.30742346006079396,WS_N_100_K_30_P_0.2
0.6,32,2,0.62,0.3849063638585087,0.3338632926486295,WS_N_100_K_30_P_0.2
0.6,32,3,0.59,0.39222302153845445,0.3263579038542364,WS_N_100_K_30_P_0.2
0.6,32,4,0.56,0.3579760728419356,0.30744619746132257,WS_N_100_K_30_P_0.2
0.6,33,0,0.54,0.37839441458279144,0.30278338529313353,WS_N_100_K_30_P_0.2
0.6,33,1,0.58,0.3951965891107099,0.32555443863292066,WS_N_100_K_30_P_0.2
0.6,33,2,0.61,0.3672716092269264,0.32078701211833893,WS_N_100_K_30_P_0.2
0.6,33,3,0.68,0.40339613177952194,0.3623405100333963,WS_N_100_K_30_P_0.2
0.6,33,4,0.6,0.3662369904467008,0.32419922944113627,WS_N_100_K_30_P_0.2
0.6,34,0,0.72,0.3766612951166094,0.3641295889084885,WS_N_100_K_30_P_0.2
0.6,34,1,0.67,0.38112892565688383,0.3492385862306826,WS_N_100_K_30_P_0.2
0.6,34,2,0.57,0.3807251339069855,0.3166434957186289,WS_N_100_K_30_P_0.2
0.6,34,3,0.66,0.3905053000234872,0.3455596214495099,WS_N_100_K_30_P_0.2
0.6,34,4,0.75,0.3830481783084677,0.37828392509803943,WS_N_100_K_30_P_0.2
0.6,35,0,0.72,0.38580554127293315,0.36941484405957703,WS_N_100_K_30_P_0.2
0.6,35,1,0.71,0.39429236951631585,0.3678063089250903,WS_N_100_K_30_P_0.2
0.6,35,2,0.74,0.37545006772141787,0.37216907500231183,WS_N_100_K_30_P_0.2
0.6,35,3,0.67,0.4040244091736034,0.35828591322093295,WS_N_100_K_30_P_0.2
0.6,35,4,0.76,0.3863146243837347,0.37948229833265446,WS_N_100_K_30_P_0.2
0.6,36,0,0.81,0.3543964965456558,0.38446140244443366,WS_N_100_K_30_P_0.2
0.6,36,1,0.79,0.36279479942791676,0.3804473301603446,WS_N_100_K_30_P_0.2
0.6,36,2,0.83,0.3418628268470378,0.3929692932411711,WS_N_100_K_30_P_0.2
0.6,36,3,0.76,0.3770062000900505,0.37729433207388924,WS_N_100_K_30_P_0.2
0.6,36,4,0.75,0.38178556896646965,0.37857566057939196,WS_N_100_K_30_P_0.2
0.6,37,0,0.84,0.33726056492796674,0.38830109467647456,WS_N_100_K_30_P_0.2
0.6,37,1,0.77,0.3580605328126358,0.37460048909532256,WS_N_100_K_30_P_0.2
0.6,37,2,0.85,0.32362872716270574,0.3866166038825718,WS_N_100_K_30_P_0.2
0.6,37,3,0.87,0.32355242165264914,0.3922397858717166,WS_N_100_K_30_P_0.2
0.6,37,4,0.87,0.3231275091681228,0.39684831453434555,WS_N_100_K_30_P_0.2
0.6,38,0,0.84,0.3324832513887612,0.38693026993206603,WS_N_100_K_30_P_0.2
0.6,38,1,0.86,0.3162987612820334,0.38913872830142204,WS_N_100_K_30_P_0.2
0.6,38,2,0.9,0.27279486582074414,0.3884203983668383,WS_N_100_K_30_P_0.2
0.6,38,3,0.83,0.3495107536955404,0.39129042581668827,WS_N_100_K_30_P_0.2
0.6,38,4,0.91,0.274492141627027,0.3857340421857477,WS_N_100_K_30_P_0.2
0.6,39,0,0.9,0.27647218164577614,0.38521627794925545,WS_N_100_K_30_P_0.2
0.6,39,1,0.9,0.2860367377282321,0.38798683497761666,WS_N_100_K_30_P_0.2
0.6,39,2,0.89,0.28844332116637844,0.3851659165001495,WS_N_100_K_30_P_0.2
0.6,39,3,0.89,0.29368069531887625,0.39146203609824903,WS_N_100_K_30_P_0.2
0.6,39,4,0.93,0.24466445256362346,0.3867812748225631,WS_N_100_K_30_P_0.2
0.6,40,0,0.9,0.28216852499060835,0.3877722229251864,WS_N_100_K_30_P_0.2
0.6,40,1,0.9,0.2931513071843563,0.3931776410599291,WS_N_100_K_30_P_0.2
0.6,40,2,0.9,0.28889729583074597,0.39046782504301303,WS_N_100_K_30_P_0.2
0.6,40,3,0.93,0.24494088590848143,0.3876039190022742,WS_N_100_K_30_P_0.2
0.6,40,4,0.89,0.27961093848256735,0.3823826435493176,WS_N_100_K_30_P_0.2
0.7,30,0,0.51,0.2816859718856225,0.22521293410707205,WS_N_100_K_30_P_0.2
0.7,30,1,0.49,0.2679815282482455,0.21768864361288445,WS_N_100_K_30_P_0.2
0.7,30,2,0.59,0.21698080369630462,0.22166418667393706,WS_N_100_K_30_P_0.2
0.7,30,3,0.5,0.2546991885105655,0.20878124105241103,WS_N_100_K_30_P_0.2
0.7,30,4,0.48,0.22143481770387083,0.2097641291049774,WS_N_100_K_30_P_0.2
0.7,31,0,0.59,0.23716091700722797,0.229162263755009,WS_N_100_K_30_P_0.2
0.7,31,1,0.5,0.28609714714090834,0.2307926028011727,WS_N_100_K_30_P_0.2
0.7,31,2,0.51,0.2446041674349514,0.21410861633234216,WS_N_100_K_30_P_0.2
0.7,31,3,0.52,0.2623533364242155,0.21960918725641868,WS_N_100_K_30_P_0.2
0.7,31,4,0.53,0.26004019629142094,0.22350319692592777,WS_N_100_K_30_P_0.2
0.7,32,0,0.54,0.3004997949736106,0.24223317782846254,WS_N_100_K_30_P_0.2
0.7,32,1,0.45,0.23686170528023687,0.20209113328132852,WS_N_100_K_30_P_0.2
0.7,32,2,0.51,0.2524873829511675,0.20765847769622667,WS_N_100_K_30_P_0.2
0.7,32,3,0.58,0.29397232917407623,0.24144060838227155,WS_N_100_K_30_P_0.2
0.7,32,4,0.55,0.27744527589657836,0.22716994580435212,WS_N_100_K_30_P_0.2
0.7,33,0,0.53,0.27100823789894096,0.23017202387188407,WS_N_100_K_30_P_0.2
0.7,33,1,0.62,0.28594183168196274,0.25622280839280226,WS_N_100_K_30_P_0.2
0.7,33,2,0.39,0.22575275488902335,0.21573271190724203,WS_N_100_K_30_P_0.2
0.7,33,3,0.42,0.23752442806804253,0.20703821720270582,WS_N_100_K_30_P_0.2
0.7,33,4,0.65,0.2725663436379035,0.2521034244543971,WS_N_100_K_30_P_0.2
0.7,34,0,0.62,0.3053829630201084,0.2531411826635521,WS_N_100_K_30_P_0.2
0.7,34,1,0.58,0.297117454735205,0.24427920253090965,WS_N_100_K_30_P_0.2
0.7,34,2,0.63,0.3047221776064216,0.25867399469097163,WS_N_100_K_30_P_0.2
0.7,34,3,0.43,0.22984099906349897,0.2242823688598826,WS_N_100_K_30_P_0.2
0.7,34,4,0.49,0.2864487644601193,0.21865370220392125,WS_N_100_K_30_P_0.2
0.7,35,0,0.7,0.31456899832565705,0.29434605237361366,WS_N_100_K_30_P_0.2
0.7,35,1,0.67,0.3428850734116942,0.2872565363512064,WS_N_100_K_30_P_0.2
0.7,35,2,0.62,0.3064955619483718,0.27306386997508736,WS_N_100_K_30_P_0.2
0.7,35,3,0.67,0.3252311060576302,0.27545123457589604,WS_N_100_K_30_P_0.2
0.7,35,4,0.67,0.329619862591505,0.27624736638951325,WS_N_100_K_30_P_0.2
0.7,36,0,0.71,0.2836978531454917,0.2829500615178285,WS_N_100_K_30_P_0.2
0.7,36,1,0.8,0.2522168299089749,0.27379337539001875,WS_N_100_K_30_P_0.2
0.7,36,2,0.39,0.23857888400490013,0.2399142080124648,WS_N_100_K_30_P_0.2
0.7,36,3,0.77,0.32849008272115904,0.2991525079168901,WS_N_100_K_30_P_0.2
0.7,36,4,0.84,0.2710260443990311,0.28425246007144706,WS_N_100_K_30_P_0.2
0.7,37,0,0.58,0.23233532113071267,0.2478993928633119,WS_N_100_K_30_P_0.2
0.7,37,1,0.5,0.23696581548366383,0.24572563048089457,WS_N_100_K_30_P_0.2
0.7,37,2,0.7,0.28406618289414953,0.27250546982915935,WS_N_100_K_30_P_0.2
0.7,37,3,0.5,0.2494088793190391,0.24383059528798007,WS_N_100_K_30_P_0.2
0.7,37,4,0.6,0.21785616972849825,0.24094365698028491,WS_N_100_K_30_P_0.2
0.7,38,0,0.49,0.24035126371395807,0.23970099111796125,WS_N_100_K_30_P_0.2
0.7,38,1,0.45,0.18173165610447622,0.21506751586462272,WS_N_100_K_30_P_0.2
0.7,38,2,0.38,0.2762351359895755,0.23590973400856582,WS_N_100_K_30_P_0.2
0.7,38,3,0.48,0.20661013453333799,0.22185251104545925,WS_N_100_K_30_P_0.2
0.7,38,4,0.44,0.22505302783510792,0.23165950340610084,WS_N_100_K_30_P_0.2
0.7,39,0,0.33,0.2158792552877681,0.22012612947367843,WS_N_100_K_30_P_0.2
0.7,39,1,0.42,0.23515207969140628,0.2276041892647459,WS_N_100_K_30_P_0.2
0.7,39,2,0.35,0.267088801902167,0.22252997252020296,WS_N_100_K_30_P_0.2
0.7,39,3,0.37,0.24266032355189576,0.2280942545250612,WS_N_100_K_30_P_0.2
0.7,39,4,0.4,0.21094623873319102,0.2170861338382337,WS_N_100_K_30_P_0.2
0.7,40,0,0.39,0.29803729628223463,0.24285526077163017,WS_N_100_K_30_P_0.2
0.7,40,1,0.34,0.26698645207797866,0.22524414266007248,WS_N_100_K_30_P_0.2
0.7,40,2,0.36,0.27114689709640194,0.2328366777007474,WS_N_100_K_30_P_0.2
0.7,40,3,0.43,0.31578635667890503,0.25855718621190227,WS_N_100_K_30_P_0.2
0.7,40,4,0.38,0.30405246914052597,0.23512904381118865,WS_N_100_K_30_P_0.2
