acc,gamma,graph,mse_naive,mse_our,rate,seed
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,0
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,1
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,2
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,3
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,4
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,5
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,6
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,7
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,8
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,1,9
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,0
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,1
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,2
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,3
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,4
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,5
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,6
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,7
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,8
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,3,9
0.0,0.05,BA_N_100_M_11,0.6222002237738695,0.9947925353387262,5,0
0.0,0.05,BA_N_100_M_11,0.6111111111111112,1.0,5,1
0.0,0.05,BA_N_100_M_11,0.7525724254108288,1.0,5,2
0.0,0.05,BA_N_100_M_11,0.48093968629760436,0.9692539012044264,5,3
0.0,0.05,BA_N_100_M_11,0.568623997924729,0.9710325011285181,5,4
0.0,0.05,BA_N_100_M_11,0.5920125893788556,0.9751977964655265,5,5
0.0,0.05,BA_N_100_M_11,0.6577193189961628,0.987105228079529,5,6
0.5,0.05,BA_N_100_M_11,-1.0,-1.0,5,7
0.0,0.05,BA_N_100_M_11,0.6033997237060551,0.9681660210350612,5,8
0.0,0.05,BA_N_100_M_11,0.6529147229503732,0.9448935574657666,5,9
0.04411764705882353,0.05,BA_N_100_M_11,0.46079382059845886,0.7044012180325288,7,0
0.0,0.05,BA_N_100_M_11,0.4623014808427389,0.7149123363140522,7,1
0.0,0.05,BA_N_100_M_11,0.48915264764940375,0.756697973882141,7,2
0.045454545454545456,0.05,BA_N_100_M_11,0.44138740641151164,0.677965213053083,7,3
0.016129032258064516,0.05,BA_N_100_M_11,0.45725613201934145,0.6933993341972539,7,4
0.0,0.05,BA_N_100_M_11,0.5025425352896822,0.7629411991011724,7,5
0.014492753623188406,0.05,BA_N_100_M_11,0.4314306680172707,0.6769105799635177,7,6
0.0,0.05,BA_N_100_M_11,0.44839523326444314,0.6980808967934982,7,7
0.0,0.05,BA_N_100_M_11,0.4099994473649693,0.6711159393639141,7,8
0.029850746268656716,0.05,BA_N_100_M_11,0.4322752166921774,0.6791858436916046,7,9
0.17,0.05,BA_N_100_M_11,0.42901237254205266,0.6018651713494263,9,0
0.21,0.05,BA_N_100_M_11,0.4144713730464835,0.5981878770189047,9,1
0.22,0.05,BA_N_100_M_11,0.4218587624991203,0.6057304325841731,9,2
