acc,gamma,graph,mse_naive,mse_our,rate,seed
0.18,0.05,BA_N_100_M_11,0.4880848604611386,0.6649279935405752,11,28
0.17,0.05,BA_N_100_M_11,0.48047613013924684,0.6660635284794135,11,29
0.58,0.05,BA_N_100_M_11,0.4977785483257816,0.38141656423149173,13,20
0.58,0.05,BA_N_100_M_11,0.5243173545642265,0.3827777914200075,13,21
0.65,0.05,BA_N_100_M_11,0.5190845278424653,0.3677112633363653,13,22
0.57,0.05,BA_N_100_M_11,0.5176293416924795,0.3736302155716989,13,23
0.59,0.05,BA_N_100_M_11,0.5432472889660084,0.3837655014710939,13,24
0.62,0.05,BA_N_100_M_11,0.5467138116015106,0.3755635517687144,13,25
0.62,0.05,BA_N_100_M_11,0.5408566180950354,0.38496240268442766,13,26
0.54,0.05,BA_N_100_M_11,0.5262009006247121,0.3938901530374726,13,27
0.67,0.05,BA_N_100_M_11,0.5666852869198779,0.3763587718909756,13,28
0.61,0.05,BA_N_100_M_11,0.5708914672057201,0.39133942391938226,13,29
0.71,0.05,BA_N_100_M_11,0.5948521490886759,0.45353007300943604,15,20
0.72,0.05,BA_N_100_M_11,0.6183847366654072,0.4122960521342383,15,21
0.72,0.05,BA_N_100_M_11,0.6377472360413435,0.4072188551165433,15,22
0.66,0.05,BA_N_100_M_11,0.6141820326579359,0.42604702923006665,15,23
0.68,0.05,BA_N_100_M_11,0.6054608459231865,0.44369460439597924,15,24
0.7,0.05,BA_N_100_M_11,0.5898246157419439,0.43369906873087566,15,25
0.63,0.05,BA_N_100_M_11,0.5996005823040276,0.44571443716931014,15,26
0.67,0.05,BA_N_100_M_11,0.6031278993684613,0.42592809107819213,15,27
0.69,0.05,BA_N_100_M_11,0.6244717423676008,0.42812550433571545,15,28
0.64,0.05,BA_N_100_M_11,0.597384987130196,0.4448583141022944,15,29
0.79,0.05,BA_N_100_M_11,0.6554004805775463,0.3587981056594241,17,20
0.76,0.05,BA_N_100_M_11,0.6130788908401,0.41793153866514776,17,21
0.77,0.05,BA_N_100_M_11,0.6621983915372011,0.35075391523703464,17,22
0.87,0.05,BA_N_100_M_11,0.6631990873769615,0.32285547269076664,17,23
0.77,0.05,BA_N_100_M_11,0.6330493995078369,0.38121080609364555,17,24
0.87,0.05,BA_N_100_M_11,0.6672928509472976,0.3187945634674611,17,25
0.8,0.05,BA_N_100_M_11,0.6559890722594252,0.37715472788783727,17,26
0.9,0.05,BA_N_100_M_11,0.6936146145118741,0.2970233552913532,17,27
0.88,0.05,BA_N_100_M_11,0.6889561355971741,0.2982331923859076,17,28
0.82,0.05,BA_N_100_M_11,0.6550780429791363,0.3774955772251047,17,29
0.89,0.05,BA_N_100_M_11,0.6925878209405543,0.3095495650422092,19,20
0.9,0.05,BA_N_100_M_11,0.6870470742365664,0.2852746300253338,19,21
0.9,0.05,BA_N_100_M_11,0.6921226076753375,0.2812509687913105,19,22
0.97,0.05,BA_N_100_M_11,0.6926943039235163,0.17320508075688773,19,23
0.94,0.05,BA_N_100_M_11,0.6932261609120685,0.23681985190613572,19,24
0.89,0.05,BA_N_100_M_11,0.6718341655928779,0.2932983077281425,19,25
0.9,0.05,BA_N_100_M_11,0.6875726255864678,0.2868945099934069,19,26
0.92,0.05,BA_N_100_M_11,0.6799898692687701,0.27547828374796296,19,27
0.89,0.05,BA_N_100_M_11,0.6981440175615291,0.2796749953283726,19,28
0.93,0.05,BA_N_100_M_11,0.7005088488911824,0.2645751311064591,19,29
0.99,0.05,BA_N_100_M_11,0.7078725355123308,0.1,21,20
0.96,0.05,BA_N_100_M_11,0.6979144380531745,0.2,21,21
0.96,0.05,BA_N_100_M_11,0.6821688252275189,0.19148692014781357,21,22
0.99,0.05,BA_N_100_M_11,0.6961932084900495,0.1,21,23
0.94,0.05,BA_N_100_M_11,0.7089340451670183,0.23108338151757937,21,24
0.99,0.05,BA_N_100_M_11,0.6916961898867898,0.1,21,25
0.95,0.05,BA_N_100_M_11,0.6925006957623125,0.212056015042879,21,26
0.93,0.05,BA_N_100_M_11,0.6905080472917903,0.25754856739266013,21,27
0.94,0.05,BA_N_100_M_11,0.7101679550554955,0.2338157774782059,21,28
0.97,0.05,BA_N_100_M_11,0.6980860798277579,0.16330107344318082,21,29
0.99,0.05,BA_N_100_M_11,0.7055563173899347,0.1,23,20
0.98,0.05,BA_N_100_M_11,0.7040323045997261,0.1414213562373095,23,21
0.98,0.05,BA_N_100_M_11,0.6992909069874318,0.1414213562373095,23,22
0.98,0.05,BA_N_100_M_11,0.7044312919555257,0.1414213562373095,23,23
0.98,0.05,BA_N_100_M_11,0.7176020122880841,0.1414213562373095,23,24
0.96,0.05,BA_N_100_M_11,0.6977704482348303,0.192678885874563,23,25
0.96,0.05,BA_N_100_M_11,0.7034990369781605,0.19501621300382602,23,26
0.99,0.05,BA_N_100_M_11,0.6995739079333665,0.1,23,27
0.98,0.05,BA_N_100_M_11,0.715500606507653,0.13485028641439065,23,28
0.98,0.05,BA_N_100_M_11,0.7030178174048712,0.1414213562373095,23,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,25,20
0.98,0.05,BA_N_100_M_11,0.7048902589260209,0.1414213562373095,25,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,25,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,25,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,25,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,25,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,25,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,25,27
0.99,0.05,BA_N_100_M_11,0.7165739430652798,0.1,25,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,25,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,27,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,27,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,27,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,27,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,27,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,27,25
0.99,0.05,BA_N_100_M_11,0.7077495408599228,0.1,27,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,27,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,27,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,27,29
0.98,0.05,BA_N_100_M_11,0.6951448652442979,0.1414213562373095,29,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,29,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,29,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,29,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,29,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,29,25
0.99,0.05,BA_N_100_M_11,0.7110627730997356,0.1,29,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,29,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,29,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,29,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,31,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,31,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,31,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,31,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,31,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,31,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,31,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,31,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,31,28
0.99,0.05,BA_N_100_M_11,0.71388108845343,0.1,31,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,33,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,33,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,33,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,33,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,33,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,33,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,33,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,33,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,33,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,33,29
0.99,0.05,BA_N_100_M_11,0.7102555475427826,0.1,35,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,35,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,35,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,35,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,35,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,35,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,35,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,35,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,35,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,35,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,37,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,37,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,37,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,37,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,37,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,37,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,37,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,37,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,37,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,37,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,39,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,39,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,39,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,39,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,39,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,39,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,39,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,39,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,39,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,39,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,41,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,41,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,41,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,41,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,41,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,41,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,41,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,41,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,41,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,41,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,43,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,43,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,43,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,43,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,43,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,43,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,43,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,43,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,43,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,43,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,45,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,45,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,45,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,45,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,45,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,45,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,45,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,45,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,45,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,45,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,47,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,47,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,47,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,47,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,47,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,47,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,47,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,47,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,47,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,47,29
1.0,0.05,BA_N_100_M_11,0.7082088089037345,0.0,49,20
1.0,0.05,BA_N_100_M_11,0.7137980384997954,0.0,49,21
1.0,0.05,BA_N_100_M_11,0.704709596736528,0.0,49,22
1.0,0.05,BA_N_100_M_11,0.7033384558999098,0.0,49,23
1.0,0.05,BA_N_100_M_11,0.7187013255924388,0.0,49,24
1.0,0.05,BA_N_100_M_11,0.6950613539613383,0.0,49,25
1.0,0.05,BA_N_100_M_11,0.7126236661173332,0.0,49,26
1.0,0.05,BA_N_100_M_11,0.7055047738991534,0.0,49,27
1.0,0.05,BA_N_100_M_11,0.716270502862869,0.0,49,28
1.0,0.05,BA_N_100_M_11,0.7159381152879362,0.0,49,29
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,20
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,21
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,22
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,23
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,24
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,25
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,26
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,27
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,28
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,1,29
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,20
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,21
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,22
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,23
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,24
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,25
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,26
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,27
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,28
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,3,29
0.0,0.1,BA_N_100_M_11,0.8257310543415314,0.9864044946980391,5,20
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,5,21
0.0,0.1,BA_N_100_M_11,0.8624006073522315,1.0,5,22
0.0,0.1,BA_N_100_M_11,0.5451913059566366,0.988166950926054,5,23
0.0,0.1,BA_N_100_M_11,0.8461659867038909,0.9623073848612926,5,24
0.0,0.1,BA_N_100_M_11,0.7138878975784694,1.0,5,25
0.5,0.1,BA_N_100_M_11,-1.0,-1.0,5,26
0.0,0.1,BA_N_100_M_11,1.0,1.0,5,27
0.0,0.1,BA_N_100_M_11,0.7182497901620286,1.0,5,28
0.0,0.1,BA_N_100_M_11,0.6634542899816059,0.9786049989251059,5,29
0.0,0.1,BA_N_100_M_11,0.47601864272581507,0.7557803191003131,7,20
0.0,0.1,BA_N_100_M_11,0.4436694199295466,0.793930006353448,7,21
0.03333333333333333,0.1,BA_N_100_M_11,0.39115346061697626,0.6900031279663675,7,22
0.0,0.1,BA_N_100_M_11,0.4896468345896373,0.7762001238301908,7,23
0.0,0.1,BA_N_100_M_11,0.43812352834083335,0.7207736628129778,7,24
0.0,0.1,BA_N_100_M_11,0.5409194159242849,0.8423484673277478,7,25
0.0,0.1,BA_N_100_M_11,0.5047904923101354,0.7543237758348805,7,26
0.0,0.1,BA_N_100_M_11,0.5008749967563129,0.7864902497070149,7,27
0.0,0.1,BA_N_100_M_11,0.4455147343953378,0.7361941200210202,7,28
0.017241379310344827,0.1,BA_N_100_M_11,0.4512923169736025,0.7279964294380329,7,29
0.18,0.1,BA_N_100_M_11,0.3831958855516251,0.5783439493023619,9,20
0.17,0.1,BA_N_100_M_11,0.3900564681831619,0.581496789536686,9,21
0.17,0.1,BA_N_100_M_11,0.45178549642998334,0.6224026977447398,9,22
0.18,0.1,BA_N_100_M_11,0.44564005798834033,0.604344205719682,9,23
0.19,0.1,BA_N_100_M_11,0.4431817764101211,0.6131403334115132,9,24
0.19,0.1,BA_N_100_M_11,0.4156163279044727,0.5952847695940207,9,25
0.19,0.1,BA_N_100_M_11,0.4233491346158055,0.5847758187511624,9,26
0.2,0.1,BA_N_100_M_11,0.4202654122529915,0.5887960087648978,9,27
0.19,0.1,BA_N_100_M_11,0.40765036977492625,0.5820299571075301,9,28
0.19,0.1,BA_N_100_M_11,0.3869917763086398,0.5903416544076382,9,29
0.19,0.1,BA_N_100_M_11,0.4287464290475842,0.5931303800274073,11,20
0.18,0.1,BA_N_100_M_11,0.46106370860061713,0.5975356587303903,11,21
0.14,0.1,BA_N_100_M_11,0.46580702404574753,0.6129919826353236,11,22
0.2,0.1,BA_N_100_M_11,0.46144008184168217,0.6043381585728129,11,23
0.16,0.1,BA_N_100_M_11,0.4095200399934559,0.5638687308637462,11,24
0.19,0.1,BA_N_100_M_11,0.4617376410276309,0.6249839866589043,11,25
0.17,0.1,BA_N_100_M_11,0.3873511779833999,0.5557952144654631,11,26
0.14,0.1,BA_N_100_M_11,0.38269423087881643,0.5436760992014652,11,27
0.14,0.1,BA_N_100_M_11,0.44560517424159796,0.6076550272368298,11,28
0.18,0.1,BA_N_100_M_11,0.4589497186244118,0.6106023070461513,11,29
0.67,0.1,BA_N_100_M_11,0.4546993076356112,0.3496797657674759,13,20
0.61,0.1,BA_N_100_M_11,0.5212073527227333,0.39621192938918726,13,21
0.7,0.1,BA_N_100_M_11,0.4920311533225482,0.36479765436693207,13,22
0.65,0.1,BA_N_100_M_11,0.49817632747464136,0.37677833533144,13,23
0.7,0.1,BA_N_100_M_11,0.5188185583197569,0.3925461636375279,13,24
0.66,0.1,BA_N_100_M_11,0.5214196590903892,0.3951941063199042,13,25
0.65,0.1,BA_N_100_M_11,0.49425590918340434,0.3856718576258574,13,26
0.61,0.1,BA_N_100_M_11,0.4914801874804043,0.3825747545197055,13,27
0.67,0.1,BA_N_100_M_11,0.5512749535412249,0.4066728374942483,13,28
0.72,0.1,BA_N_100_M_11,0.539365906816944,0.40623491232191955,13,29
0.57,0.1,BA_N_100_M_11,0.5317730384227176,0.4791225053547279,15,20
0.64,0.1,BA_N_100_M_11,0.600873071646166,0.4124778053183128,15,21
0.69,0.1,BA_N_100_M_11,0.6256348994216506,0.4148239540463938,15,22
0.61,0.1,BA_N_100_M_11,0.5933936254574094,0.43888262513867565,15,23
0.6,0.1,BA_N_100_M_11,0.5775364906621663,0.46449177155636057,15,24
0.68,0.1,BA_N_100_M_11,0.5746028565649343,0.4460348185991071,15,25
0.62,0.1,BA_N_100_M_11,0.5925132179021338,0.4463576872606911,15,26
0.65,0.1,BA_N_100_M_11,0.5961072454499002,0.4341781439454819,15,27
0.65,0.1,BA_N_100_M_11,0.6072159770292012,0.4470142731900067,15,28
0.63,0.1,BA_N_100_M_11,0.5893058777513572,0.4480995633521687,15,29
0.73,0.1,BA_N_100_M_11,0.6382462012684748,0.3970679136320152,17,20
0.74,0.1,BA_N_100_M_11,0.6065045397216374,0.42170192637654336,17,21
0.72,0.1,BA_N_100_M_11,0.6356173831325271,0.3584224492975497,17,22
0.85,0.1,BA_N_100_M_11,0.6563647404080092,0.3424780734580592,17,23
0.69,0.1,BA_N_100_M_11,0.5931838051247639,0.40938059163032287,17,24
0.79,0.1,BA_N_100_M_11,0.6429651224834891,0.372704171584272,17,25
0.78,0.1,BA_N_100_M_11,0.6480904605956297,0.377765375590662,17,26
0.87,0.1,BA_N_100_M_11,0.6768527894520895,0.32758885067102195,17,27
0.82,0.1,BA_N_100_M_11,0.672654992123178,0.3381781032541439,17,28
0.81,0.1,BA_N_100_M_11,0.6524767950363658,0.3801219330332372,17,29
0.87,0.1,BA_N_100_M_11,0.6831389561619239,0.3305240686775934,19,20
0.89,0.1,BA_N_100_M_11,0.6796273803302638,0.2968224272382417,19,21
0.88,0.1,BA_N_100_M_11,0.6826095155466446,0.3046978026161693,19,22
0.94,0.1,BA_N_100_M_11,0.6884862728398186,0.23121707482561724,19,23
0.93,0.1,BA_N_100_M_11,0.6859755900707291,0.2570673885518038,19,24
0.87,0.1,BA_N_100_M_11,0.672058317808069,0.30759809843426306,19,25
0.86,0.1,BA_N_100_M_11,0.6607482174899647,0.3434672579103045,19,26
0.91,0.1,BA_N_100_M_11,0.6792541662059639,0.2930670312688263,19,27
0.87,0.1,BA_N_100_M_11,0.6941080307804228,0.2911723148031527,19,28
0.91,0.1,BA_N_100_M_11,0.6991629351643687,0.2894210832399398,19,29
0.99,0.1,BA_N_100_M_11,0.7078725355123308,0.1,21,20
0.96,0.1,BA_N_100_M_11,0.6979144380531745,0.2,21,21
0.93,0.1,BA_N_100_M_11,0.6757698413071421,0.24382651904019104,21,22
0.96,0.1,BA_N_100_M_11,0.686536766926896,0.192492922752805,21,23
0.91,0.1,BA_N_100_M_11,0.7045303053785785,0.26934121034889263,21,24
0.98,0.1,BA_N_100_M_11,0.6889801296872807,0.1414213562373095,21,25
0.94,0.1,BA_N_100_M_11,0.6898371572480019,0.22990510198314962,21,26
0.92,0.1,BA_N_100_M_11,0.6878461614667487,0.2732625491084698,21,27
0.92,0.1,BA_N_100_M_11,0.7050977888820931,0.26583363012915595,21,28
0.97,0.1,BA_N_100_M_11,0.6980860798277579,0.16330107344318082,21,29
0.98,0.1,BA_N_100_M_11,0.704436490849548,0.1414213562373095,23,20
0.98,0.1,BA_N_100_M_11,0.7040323045997261,0.1414213562373095,23,21
0.98,0.1,BA_N_100_M_11,0.6992909069874318,0.1414213562373095,23,22
0.96,0.1,BA_N_100_M_11,0.7016844099904865,0.2,23,23
0.97,0.1,BA_N_100_M_11,0.7201822781368526,0.16916802371587217,23,24
0.94,0.1,BA_N_100_M_11,0.6896211013272595,0.23540220442137616,23,25
